                                            MOTIONS (CENTER OF GRAVITY, INTERPOLATE, WNX6)
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
2.367    2.655     3.624e-001   92.642  6.281e-001   92.655  1.712e+000  121.303  3.075e+001   91.930  1.763e+001  -88.183  6.291e-002  178.782
2.349    2.675     3.585e-001   92.701  6.213e-001   92.715  1.602e+000  123.608  3.101e+001   91.993  1.778e+001  -88.123  6.312e-002  178.725
2.331    2.696     3.545e-001   92.761  6.145e-001   92.776  1.518e+000  123.519  3.126e+001   92.057  1.792e+001  -88.058  6.333e-002  178.672
2.313    2.717     3.506e-001   92.823  6.077e-001   92.839  1.418e+000  120.328  3.152e+001   92.124  1.807e+001  -87.986  6.354e-002  178.622
2.295    2.737     3.468e-001   92.885  6.011e-001   92.904  1.207e+000  115.428  3.177e+001   92.192  1.822e+001  -87.909  6.375e-002  178.577
2.278    2.758     3.430e-001   92.948  5.944e-001   92.970  9.254e-001  119.703  3.203e+001   92.262  1.837e+001  -87.840  6.397e-002  178.535
2.261    2.778     3.392e-001   93.014  5.878e-001   93.038  8.545e-001  132.312  3.228e+001   92.334  1.851e+001  -87.779  6.418e-002  178.498
2.245    2.799     3.354e-001   93.083  5.813e-001   93.107  8.814e-001  138.739  3.254e+001   92.408  1.866e+001  -87.713  6.440e-002  178.466
2.228    2.820     3.316e-001   93.154  5.748e-001   93.179  8.854e-001  141.345  3.279e+001   92.483  1.880e+001  -87.640  6.462e-002  178.438
2.212    2.840     3.279e-001   93.226  5.684e-001   93.251  8.536e-001  143.215  3.305e+001   92.561  1.895e+001  -87.564  6.483e-002  178.414
2.196    2.861     3.242e-001   93.300  5.620e-001   93.326  7.707e-001  145.699  3.330e+001   92.641  1.909e+001  -87.482  6.505e-002  178.396
2.181    2.881     3.205e-001   93.374  5.556e-001   93.402  5.533e-001  150.833  3.356e+001   92.723  1.924e+001  -87.393  6.526e-002  178.384
2.165    2.902     3.169e-001   93.442  5.492e-001   93.480  3.483e-001   10.239  3.381e+001   92.807  1.939e+001  -87.260  6.548e-002  178.376
2.150    2.923     3.133e-001   93.531  5.429e-001   93.560  1.732e+000   84.571  3.407e+001   92.894  1.950e+001  -87.172  6.569e-002  178.374
2.135    2.943     3.097e-001   93.615  5.367e-001   93.641  1.409e+000  107.016  3.432e+001   92.982  1.965e+001  -87.126  6.590e-002  178.378
2.120    2.964     3.060e-001   93.696  5.304e-001   93.725  1.181e+000  110.668  3.458e+001   93.072  1.980e+001  -87.040  6.611e-002  178.388
2.105    2.984     3.024e-001   93.778  5.242e-001   93.809  9.833e-001  110.819  3.483e+001   93.165  1.994e+001  -86.947  6.632e-002  178.405
2.091    3.005     2.989e-001   93.862  5.180e-001   93.896  8.112e-001  112.177  3.508e+001   93.260  2.009e+001  -86.853  6.653e-002  178.427
2.077    3.026     2.953e-001   93.949  5.119e-001   93.984  6.998e-001  115.750  3.533e+001   93.357  2.023e+001  -86.759  6.673e-002  178.457
2.063    3.046     2.917e-001   94.037  5.057e-001   94.074  6.372e-001  119.481  3.559e+001   93.456  2.038e+001  -86.663  6.693e-002  178.493
2.049    3.067     2.882e-001   94.127  4.996e-001   94.166  6.002e-001  122.418  3.584e+001   93.557  2.052e+001  -86.565  6.712e-002  178.537
2.035    3.087     2.847e-001   94.218  4.935e-001   94.259  5.726e-001  124.520  3.609e+001   93.660  2.066e+001  -86.465  6.731e-002  178.587
2.022    3.108     2.812e-001   94.311  4.874e-001   94.353  5.444e-001  125.984  3.633e+001   93.765  2.080e+001  -86.362  6.749e-002  178.646
2.008    3.129     2.777e-001   94.405  4.813e-001   94.449  5.125e-001  127.031  3.658e+001   93.873  2.094e+001  -86.257  6.767e-002  178.712
1.995    3.149     2.742e-001   94.500  4.753e-001   94.546  4.791e-001  127.831  3.683e+001   93.982  2.108e+001  -86.150  6.784e-002  178.786
1.982    3.170     2.707e-001   94.597  4.692e-001   94.645  4.460e-001  128.479  3.707e+001   94.094  2.122e+001  -86.040  6.800e-002  178.868
1.969    3.190     2.672e-001   94.694  4.632e-001   94.745  4.148e-001  129.019  3.732e+001   94.207  2.135e+001  -85.929  6.816e-002  178.958
1.957    3.211     2.637e-001   94.793  4.572e-001   94.846  3.872e-001  129.455  3.756e+001   94.322  2.149e+001  -85.816  6.831e-002  179.057
1.944    3.232     2.602e-001   94.892  4.512e-001   94.947  3.634e-001  129.784  3.780e+001   94.440  2.162e+001  -85.702  6.844e-002  179.165
1.932    3.252     2.567e-001   94.992  4.452e-001   95.050  3.426e-001  130.014  3.804e+001   94.558  2.176e+001  -85.586  6.857e-002  179.281
1.920    3.273     2.533e-001   95.093  4.392e-001   95.153  3.240e-001  130.160  3.828e+001   94.679  2.189e+001  -85.469  6.869e-002  179.407
1.908    3.293     2.498e-001   95.194  4.332e-001   95.257  3.068e-001  130.240  3.852e+001   94.801  2.202e+001  -85.350  6.879e-002  179.541
1.896    3.314     2.464e-001   95.295  4.272e-001   95.362  2.906e-001  130.269  3.875e+001   94.924  2.215e+001  -85.230  6.888e-002  179.685
1.884    3.335     2.429e-001   95.396  4.212e-001   95.466  2.752e-001  130.256  3.898e+001   95.049  2.228e+001  -85.109  6.896e-002  179.838
1.873    3.355     2.394e-001   95.498  4.152e-001   95.571  2.605e-001  130.202  3.921e+001   95.175  2.241e+001  -84.987  6.902e-002  180.000
1.861    3.376     2.360e-001   95.598  4.093e-001   95.675  2.467e-001  130.110  3.944e+001   95.302  2.253e+001  -84.864  6.906e-002 -179.829
1.850    3.396     2.325e-001   95.699  4.033e-001   95.779  2.337e-001  129.982  3.966e+001   95.429  2.266e+001  -84.741  6.909e-002 -179.648
1.839    3.417     2.291e-001   95.798  3.973e-001   95.882  2.216e-001  129.817  3.989e+001   95.558  2.278e+001  -84.617  6.910e-002 -179.458
1.828    3.438     2.257e-001   95.896  3.914e-001   95.984  2.103e-001  129.620  4.011e+001   95.687  2.290e+001  -84.493  6.909e-002 -179.258
1.817    3.458     2.222e-001   95.993  3.854e-001   96.085  1.997e-001  129.393  4.032e+001   95.816  2.302e+001  -84.369  6.906e-002 -179.050
1.806    3.479     2.188e-001   96.088  3.795e-001   96.184  1.898e-001  129.137  4.054e+001   95.946  2.314e+001  -84.245  6.902e-002 -178.832
1.795    3.499     2.154e-001   96.181  3.735e-001   96.282  1.805e-001  128.857  4.075e+001   96.075  2.325e+001  -84.121  6.894e-002 -178.606
1.785    3.520     2.119e-001   96.271  3.676e-001   96.377  1.717e-001  128.555  4.096e+001   96.204  2.337e+001  -83.998  6.885e-002 -178.371
1.775    3.541     2.085e-001   96.359  3.617e-001   96.470  1.634e-001  128.230  4.116e+001   96.332  2.348e+001  -83.876  6.873e-002 -178.128
1.764    3.561     2.051e-001   96.444  3.558e-001   96.560  1.555e-001  127.885  4.136e+001   96.460  2.359e+001  -83.755  6.859e-002 -177.877
1.754    3.582     2.017e-001   96.525  3.499e-001   96.647  1.480e-001  127.520  4.156e+001   96.586  2.370e+001  -83.636  6.842e-002 -177.618
1.744    3.603     1.983e-001   96.602  3.440e-001   96.730  1.410e-001  127.136  4.176e+001   96.711  2.380e+001  -83.518  6.822e-002 -177.352
1.734    3.623     1.949e-001   96.675  3.381e-001   96.809  1.343e-001  126.736  4.195e+001   96.835  2.391e+001  -83.402  6.800e-002 -177.079
1.724    3.644     1.915e-001   96.744  3.323e-001   96.883  1.280e-001  126.318  4.214e+001   96.956  2.401e+001  -83.288  6.774e-002 -176.799
1.715    3.664     1.882e-001   96.807  3.265e-001   96.953  1.220e-001  125.886  4.233e+001   97.076  2.411e+001  -83.177  6.746e-002 -176.514
1.705    3.685     1.848e-001   96.865  3.207e-001   97.018  1.163e-001  125.438  4.251e+001   97.192  2.421e+001  -83.069  6.715e-002 -176.225
1.696    3.706     1.815e-001   96.917  3.149e-001   97.076  1.110e-001  124.977  4.269e+001   97.306  2.430e+001  -82.964  6.681e-002 -175.930
1.686    3.726     1.782e-001   96.962  3.091e-001   97.129  1.058e-001  124.502  4.287e+001   97.417  2.440e+001  -82.862  6.643e-002 -175.632
1.677    3.747     1.749e-001   97.001  3.034e-001   97.176  1.010e-001  124.015  4.305e+001   97.525  2.449e+001  -82.764  6.603e-002 -175.330
1.668    3.767     1.716e-001   97.032  2.977e-001   97.215  9.640e-002  123.515  4.322e+001   97.629  2.459e+001  -82.670  6.559e-002 -175.027
1.659    3.788     1.683e-001   97.056  2.920e-001   97.248  9.202e-002  123.004  4.340e+001   97.729  2.468e+001  -82.581  6.512e-002 -174.722
1.650    3.809     1.651e-001   97.073  2.864e-001   97.273  8.786e-002  122.482  4.357e+001   97.826  2.477e+001  -82.495  6.462e-002 -174.416
1.641    3.829     1.619e-001   97.081  2.808e-001   97.290  8.390e-002  121.950  4.373e+001   97.918  2.486e+001  -82.415  6.409e-002 -174.111
1.632    3.850     1.587e-001   97.080  2.753e-001   97.299  8.013e-002  121.408  4.390e+001   98.006  2.494e+001  -82.339  6.353e-002 -173.807
1.623    3.870     1.555e-001   97.070  2.698e-001   97.299  7.655e-002  120.857  4.407e+001   98.089  2.503e+001  -82.269  6.293e-002 -173.505
1.615    3.891     1.524e-001   97.052  2.644e-001   97.291  7.314e-002  120.297  4.424e+001   98.168  2.512e+001  -82.203  6.230e-002 -173.208
1.606    3.912     1.493e-001   97.024  2.590e-001   97.274  6.989e-002  119.729  4.440e+001   98.242  2.521e+001  -82.143  6.164e-002 -172.915
1.598    3.932     1.462e-001   96.987  2.537e-001   97.248  6.679e-002  119.154  4.457e+001   98.311  2.529e+001  -82.088  6.095e-002 -172.629
1.590    3.953     1.432e-001   96.940  2.484e-001   97.213  6.383e-002  118.570  4.474e+001   98.375  2.538e+001  -82.038  6.024e-002 -172.348
1.581    3.973     1.402e-001   96.884  2.432e-001   97.168  6.102e-002  117.979  4.491e+001   98.435  2.547e+001  -81.994  5.949e-002 -172.073
1.573    3.994     1.372e-001   96.817  2.380e-001   97.115  5.833e-002  117.379  4.508e+001   98.491  2.556e+001  -81.954  5.872e-002 -171.806
1.565    4.015     1.343e-001   96.741  2.330e-001   97.052  5.576e-002  116.771  4.526e+001   98.542  2.565e+001  -81.920  5.793e-002 -171.546
1.557    4.035     1.314e-001   96.656  2.279e-001   96.980  5.331e-002  116.156  4.543e+001   98.589  2.574e+001  -81.891  5.711e-002 -171.296
1.549    4.056     1.285e-001   96.561  2.230e-001   96.899  5.097e-002  115.536  4.562e+001   98.633  2.583e+001  -81.866  5.626e-002 -171.059
1.541    4.076     1.257e-001   96.457  2.181e-001   96.810  4.874e-002  114.913  4.580e+001   98.673  2.593e+001  -81.845  5.539e-002 -170.840
1.534    4.097     1.230e-001   96.345  2.133e-001   96.714  4.661e-002  114.291  4.599e+001   98.710  2.603e+001  -81.828  5.449e-002 -170.641
1.526    4.118     1.203e-001   96.226  2.086e-001   96.611  4.458e-002  113.671  4.619e+001   98.746  2.613e+001  -81.813  5.356e-002 -170.465
1.518    4.138     1.176e-001   96.098  2.040e-001   96.500  4.264e-002  113.048  4.640e+001   98.779  2.624e+001  -81.802  5.261e-002 -170.306
1.511    4.159     1.150e-001   95.962  1.994e-001   96.382  4.078e-002  112.414  4.661e+001   98.811  2.635e+001  -81.793  5.165e-002 -170.157
1.503    4.179     1.124e-001   95.818  1.950e-001   96.256  3.900e-002  111.758  4.682e+001   98.843  2.646e+001  -81.786  5.069e-002 -170.008
1.496    4.200     1.099e-001   95.664  1.905e-001   96.122  3.728e-002  111.071  4.705e+001   98.874  2.658e+001  -81.780  4.975e-002 -169.854
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 90.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
-----------------------------------------------------------------------------------------------------------------------------------------------
62.832   0.100     1.828e-002  180.000  2.214e+001   90.000  1.000e+000    0.157  1.294e+000   90.069  1.445e-003  179.693  3.024e-001   90.000
52.098   0.121     1.934e-002  180.000  1.836e+001   90.000  1.000e+000    0.187  1.560e+000   90.084  2.220e-003  179.790  4.980e-001   90.000
44.497   0.141     1.924e-002  179.999  1.568e+001   90.000  1.001e+000    0.218  1.827e+000   90.098  3.026e-003  179.847  6.020e-001   90.000
38.831   0.162     1.887e-002  179.999  1.369e+001   90.000  1.001e+000    0.248  2.093e+000   90.112  3.895e-003  179.889  6.818e-001   90.000
34.445   0.182     1.854e-002  180.000  1.214e+001   90.000  1.001e+000    0.279  2.360e+000   90.127  4.860e-003  179.925  7.611e-001   90.000
30.949   0.203     1.834e-002 -180.000  1.090e+001   90.000  1.002e+000    0.310  2.626e+000   90.141  5.952e-003  179.957  8.486e-001   90.000
28.098   0.224     1.828e-002 -180.000  9.896e+000   90.000  1.002e+000    0.341  2.893e+000   90.156  7.194e-003  179.988  9.449e-001   90.000
25.727   0.244     1.830e-002 -180.000  9.060e+000   90.000  1.002e+000    0.371  3.160e+000   90.170  8.582e-003 -179.984  1.045e+000   90.000
23.726   0.265     1.834e-002 -180.000  8.354e+000   90.000  1.003e+000    0.402  3.427e+000   90.185  1.011e-002 -179.958  1.147e+000   90.000
22.013   0.285     1.838e-002 -180.000  7.750e+000   90.000  1.003e+000    0.432  3.693e+000   90.199  1.176e-002 -179.934  1.249e+000   90.000
20.531   0.306     1.841e-002 -180.000  7.227e+000   90.000  1.004e+000    0.462  3.960e+000   90.213  1.353e-002 -179.911  1.349e+000   90.000
19.236   0.327     1.843e-002 -180.000  6.770e+000   90.000  1.004e+000    0.493  4.227e+000   90.228  1.542e-002 -179.890  1.448e+000   90.000
18.095   0.347     1.844e-002 -180.000  6.367e+000   90.000  1.005e+000    0.523  4.494e+000   90.243  1.742e-002 -179.869  1.546e+000   90.000
17.081   0.368     1.845e-002 -180.000  6.009e+000   90.000  1.006e+000    0.554  4.761e+000   90.257  1.953e-002 -179.849  1.644e+000   90.000
16.175   0.388     1.846e-002 -180.000  5.689e+000   90.000  1.006e+000    0.585  5.028e+000   90.272  2.177e-002 -179.830  1.741e+000   90.000
15.361   0.409     1.847e-002 -179.999  5.401e+000   90.000  1.007e+000    0.617  5.295e+000   90.286  2.413e-002 -179.812  1.839e+000   90.000
14.624   0.430     1.848e-002 -179.999  5.140e+000   90.000  1.008e+000    0.648  5.562e+000   90.301  2.661e-002 -179.793  1.937e+000   90.000
13.955   0.450     1.850e-002 -179.999  4.904e+000   90.000  1.008e+000    0.680  5.829e+000   90.316  2.921e-002 -179.776  2.036e+000   90.000
13.344   0.471     1.851e-002 -179.999  4.688e+000   90.000  1.009e+000    0.712  6.096e+000   90.331  3.193e-002 -179.758  2.134e+000   90.000
12.785   0.491     1.853e-002 -179.999  4.490e+000   90.001  1.010e+000    0.744  6.364e+000   90.345  3.478e-002 -179.741  2.233e+000   90.000
12.270   0.512     1.855e-002 -179.998  4.308e+000   90.001  1.011e+000    0.776  6.631e+000   90.360  3.774e-002 -179.724  2.332e+000   90.000
11.796   0.533     1.856e-002 -179.998  4.140e+000   90.001  1.012e+000    0.809  6.898e+000   90.375  4.082e-002 -179.707  2.431e+000   90.000
11.357   0.553     1.858e-002 -179.998  3.985e+000   90.001  1.013e+000    0.843  7.166e+000   90.390  4.401e-002 -179.691  2.530e+000   90.000
10.949   0.574     1.860e-002 -179.998  3.840e+000   90.001  1.014e+000    0.876  7.433e+000   90.405  4.733e-002 -179.674  2.630e+000   90.000
10.569   0.594     1.862e-002 -179.997  3.706e+000   90.001  1.015e+000    0.910  7.701e+000   90.420  5.076e-002 -179.658  2.730e+000   90.000
10.215   0.615     1.864e-002 -179.997  3.580e+000   90.001  1.016e+000    0.945  7.969e+000   90.435  5.431e-002 -179.642  2.830e+000   90.000
9.884    0.636     1.866e-002 -179.996  3.463e+000   90.001  1.018e+000    0.980  8.237e+000   90.450  5.797e-002 -179.626  2.930e+000   90.000
9.574    0.656     1.868e-002 -179.996  3.353e+000   90.001  1.019e+000    1.015  8.504e+000   90.466  6.175e-002 -179.610  3.031e+000   90.000
9.283    0.677     1.871e-002 -179.995  3.249e+000   90.001  1.020e+000    1.051  8.772e+000   90.481  6.565e-002 -179.594  3.133e+000   90.000
9.008    0.697     1.873e-002 -179.995  3.152e+000   90.002  1.022e+000    1.088  9.041e+000   90.496  6.966e-002 -179.578  3.234e+000   90.000
8.750    0.718     1.875e-002 -179.994  3.060e+000   90.002  1.023e+000    1.125  9.309e+000   90.512  7.378e-002 -179.562  3.337e+000   90.000
8.506    0.739     1.878e-002 -179.993  2.973e+000   90.002  1.025e+000    1.163  9.577e+000   90.527  7.802e-002 -179.547  3.439e+000   90.000
8.275    0.759     1.881e-002 -179.992  2.891e+000   90.002  1.026e+000    1.202  9.845e+000   90.543  8.237e-002 -179.531  3.542e+000   90.000
8.056    0.780     1.883e-002 -179.991  2.814e+000   90.002  1.028e+000    1.241  1.011e+001   90.558  8.683e-002 -179.515  3.646e+000   90.000
7.849    0.801     1.886e-002 -179.990  2.740e+000   90.002  1.029e+000    1.282  1.038e+001   90.574  9.140e-002 -179.500  3.750e+000   90.000
7.652    0.821     1.889e-002 -179.989  2.670e+000   90.003  1.031e+000    1.323  1.065e+001   90.590  9.609e-002 -179.484  3.855e+000   90.000
7.465    0.842     1.892e-002 -179.988  2.603e+000   90.003  1.033e+000    1.365  1.092e+001   90.606  1.009e-001 -179.469  3.960e+000   90.000
7.286    0.862     1.895e-002 -179.987  2.539e+000   90.003  1.035e+000    1.407  1.119e+001   90.622  1.058e-001 -179.454  4.065e+000   90.000
7.116    0.883     1.898e-002 -179.985  2.479e+000   90.003  1.037e+000    1.451  1.146e+001   90.638  1.108e-001 -179.438  4.172e+000   90.000
6.954    0.904     1.901e-002 -179.984  2.421e+000   90.004  1.039e+000    1.496  1.173e+001   90.654  1.159e-001 -179.423  4.279e+000   90.000
6.799    0.924     1.905e-002 -179.982  2.366e+000   90.004  1.041e+000    1.542  1.200e+001   90.670  1.211e-001 -179.408  4.386e+000   90.000
6.651    0.945     1.908e-002 -179.981  2.313e+000   90.004  1.043e+000    1.589  1.227e+001   90.686  1.264e-001 -179.392  4.494e+000   90.000
6.509    0.965     1.912e-002 -179.979  2.262e+000   90.004  1.046e+000    1.638  1.254e+001   90.702  1.319e-001 -179.377  4.603e+000   90.000
6.373    0.986     1.915e-002 -179.977  2.213e+000   90.005  1.048e+000    1.687  1.281e+001   90.719  1.374e-001 -179.362  4.713e+000   90.000
6.242    1.007     1.919e-002 -179.974  2.166e+000   90.005  1.051e+000    1.738  1.308e+001   90.735  1.430e-001 -179.347  4.823e+000   90.000
6.117    1.027     1.923e-002 -179.972  2.122e+000   90.005  1.053e+000    1.791  1.335e+001   90.752  1.488e-001 -179.332  4.934e+000   90.000
5.997    1.048     1.927e-002 -179.969  2.079e+000   90.006  1.056e+000    1.845  1.362e+001   90.769  1.546e-001 -179.317  5.046e+000   90.000
5.881    1.068     1.931e-002 -179.967  2.037e+000   90.006  1.059e+000    1.901  1.389e+001   90.786  1.605e-001 -179.302  5.158e+000   90.000
5.770    1.089     1.935e-002 -179.964  1.997e+000   90.007  1.062e+000    1.958  1.416e+001   90.803  1.665e-001 -179.287  5.272e+000   90.000
5.663    1.110     1.940e-002 -179.960  1.959e+000   90.007  1.065e+000    2.017  1.443e+001   90.820  1.726e-001 -179.272  5.386e+000   90.000
5.560    1.130     1.944e-002 -179.957  1.921e+000   90.008  1.068e+000    2.078  1.470e+001   90.837  1.788e-001 -179.257  5.501e+000   90.000
5.460    1.151     1.948e-002 -179.953  1.886e+000   90.008  1.072e+000    2.142  1.497e+001   90.854  1.851e-001 -179.243  5.616e+000   90.000
5.364    1.171     1.953e-002 -179.949  1.851e+000   90.009  1.075e+000    2.207  1.524e+001   90.872  1.915e-001 -179.228  5.733e+000   90.000
5.271    1.192     1.958e-002 -179.945  1.818e+000   90.009  1.079e+000    2.275  1.551e+001   90.889  1.979e-001 -179.214  5.850e+000   90.000
5.182    1.213     1.963e-002 -179.940  1.785e+000   90.010  1.082e+000    2.345  1.578e+001   90.907  2.045e-001 -179.199  5.969e+000   90.000
5.095    1.233     1.968e-002 -179.936  1.754e+000   90.010  1.086e+000    2.417  1.605e+001   90.925  2.111e-001 -179.185  6.088e+000   90.000
5.011    1.254     1.973e-002 -179.930  1.724e+000   90.011  1.090e+000    2.493  1.633e+001   90.943  2.178e-001 -179.171  6.209e+000   90.000
4.930    1.274     1.978e-002 -179.925  1.695e+000   90.012  1.095e+000    2.571  1.660e+001   90.961  2.246e-001 -179.157  6.330e+000   90.000
4.852    1.295     1.984e-002 -179.919  1.666e+000   90.012  1.099e+000    2.653  1.687e+001   90.979  2.314e-001 -179.143  6.452e+000   90.000
4.776    1.316     1.989e-002 -179.912  1.639e+000   90.013  1.104e+000    2.737  1.714e+001   90.997  2.384e-001 -179.130  6.576e+000   90.000
4.702    1.336     1.995e-002 -179.905  1.612e+000   90.014  1.109e+000    2.825  1.742e+001   91.016  2.454e-001 -179.116  6.700e+000   90.000
4.631    1.357     2.001e-002 -179.898  1.586e+000   90.015  1.114e+000    2.917  1.769e+001   91.034  2.524e-001 -179.103  6.826e+000   90.000
4.562    1.377     2.007e-002 -179.890  1.561e+000   90.016  1.119e+000    3.013  1.796e+001   91.053  2.595e-001 -179.090  6.953e+000   90.000
4.494    1.398     2.013e-002 -179.882  1.536e+000   90.017  1.124e+000    3.113  1.824e+001   91.072  2.667e-001 -179.078  7.081e+000   90.000
4.429    1.419     2.019e-002 -179.873  1.513e+000   90.017  1.130e+000    3.218  1.851e+001   91.091  2.739e-001 -179.065  7.210e+000   90.000
4.366    1.439     2.026e-002 -179.864  1.489e+000   90.018  1.136e+000    3.327  1.878e+001   91.111  2.812e-001 -179.054  7.340e+000   90.000
4.304    1.460     2.032e-002 -179.854  1.467e+000   90.019  1.142e+000    3.441  1.906e+001   91.130  2.885e-001 -179.042  7.471e+000   90.000
4.244    1.480     2.039e-002 -179.843  1.445e+000   90.021  1.149e+000    3.561  1.933e+001   91.150  2.959e-001 -179.031  7.604e+000   90.000
4.186    1.501     2.046e-002 -179.832  1.424e+000   90.022  1.156e+000    3.687  1.961e+001   91.170  3.033e-001 -179.021  7.738e+000   90.000
4.129    1.522     2.053e-002 -179.820  1.403e+000   90.023  1.163e+000    3.819  1.988e+001   91.190  3.107e-001 -179.010  7.874e+000   90.000
4.074    1.542     2.060e-002 -179.807  1.383e+000   90.024  1.170e+000    3.957  2.016e+001   91.210  3.182e-001 -179.001  8.010e+000   90.000
4.020    1.563     2.068e-002 -179.793  1.363e+000   90.025  1.178e+000    4.103  2.043e+001   91.230  3.257e-001 -178.992  8.149e+000   90.000
3.968    1.583     2.076e-002 -179.779  1.344e+000   90.027  1.186e+000    4.256  2.071e+001   91.251  3.332e-001 -178.984  8.288e+000   90.000
3.917    1.604     2.084e-002 -179.764  1.325e+000   90.028  1.195e+000    4.418  2.098e+001   91.272  3.407e-001 -178.977  8.429e+000   90.000
3.867    1.625     2.092e-002 -179.747  1.307e+000   90.029  1.204e+000    4.588  2.126e+001   91.293  3.482e-001 -178.970  8.572e+000   90.000
3.819    1.645     2.100e-002 -179.730  1.289e+000   90.031  1.214e+000    4.768  2.153e+001   91.314  3.558e-001 -178.965  8.716e+000   90.000
3.772    1.666     2.108e-002 -179.712  1.271e+000   90.033  1.224e+000    4.959  2.181e+001   91.335  3.633e-001 -178.960  8.861e+000   90.000
3.726    1.686     2.117e-002 -179.692  1.254e+000   90.034  1.234e+000    5.160  2.209e+001   91.357  3.708e-001 -178.957  9.008e+000   90.000
3.681    1.707     2.126e-002 -179.671  1.238e+000   90.036  1.246e+000    5.373  2.237e+001   91.379  3.783e-001 -178.955  9.157e+000   90.000
3.637    1.728     2.135e-002 -179.650  1.221e+000   90.038  1.257e+000    5.600  2.264e+001   91.401  3.858e-001 -178.954  9.307e+000   90.000
3.594    1.748     2.144e-002 -179.626  1.205e+000   90.040  1.270e+000    5.840  2.292e+001   91.423  3.932e-001 -178.955  9.459e+000   90.000
3.552    1.769     2.154e-002 -179.602  1.190e+000   90.042  1.283e+000    6.095  2.320e+001   91.446  4.006e-001 -178.958  9.613e+000   90.000
3.511    1.789     2.164e-002 -179.576  1.175e+000   90.044  1.296e+000    6.367  2.348e+001   91.469  4.079e-001 -178.963  9.769e+000   90.000
3.471    1.810     2.174e-002 -179.548  1.160e+000   90.046  1.311e+000    6.657  2.376e+001   91.492  4.152e-001 -178.969  9.926e+000   90.000
3.432    1.831     2.184e-002 -179.519  1.145e+000   90.048  1.326e+000    6.967  2.404e+001   91.515  4.224e-001 -178.978  1.009e+001   90.000
3.394    1.851     2.195e-002 -179.488  1.131e+000   90.050  1.343e+000    7.298  2.432e+001   91.539  4.296e-001 -178.990  1.025e+001   90.000
3.357    1.872     2.206e-002 -179.456  1.117e+000   90.053  1.360e+000    7.652  2.460e+001   91.562  4.366e-001 -179.004  1.041e+001   89.999
3.320    1.892     2.217e-002 -179.421  1.103e+000   90.055  1.379e+000    8.031  2.488e+001   91.587  4.436e-001 -179.022  1.057e+001   89.999
3.284    1.913     2.228e-002 -179.385  1.089e+000   90.058  1.398e+000    8.438  2.516e+001   91.611  4.504e-001 -179.043  1.074e+001   89.999
3.249    1.934     2.240e-002 -179.346  1.076e+000   90.061  1.419e+000    8.876  2.544e+001   91.636  4.571e-001 -179.068  1.091e+001   89.999
3.215    1.954     2.252e-002 -179.305  1.063e+000   90.063  1.441e+000    9.348  2.572e+001   91.661  4.637e-001 -179.097  1.108e+001   89.999
3.182    1.975     2.264e-002 -179.262  1.050e+000   90.066  1.465e+000    9.857  2.600e+001   91.686  4.701e-001 -179.132  1.125e+001   89.999
3.149    1.995     2.276e-002 -179.216  1.038e+000   90.069  1.490e+000   10.409  2.628e+001   91.712  4.763e-001 -179.172  1.143e+001   89.999
3.117    2.016     2.289e-002 -179.168  1.026e+000   90.073  1.517e+000   11.007  2.656e+001   91.737  4.824e-001 -179.219  1.161e+001   89.999
3.085    2.037     2.303e-002 -179.117  1.014e+000   90.076  1.546e+000   11.657  2.685e+001   91.764  4.883e-001 -179.272  1.179e+001   89.999
3.054    2.057     2.316e-002 -179.064  1.002e+000   90.079  1.577e+000   12.364  2.713e+001   91.790  4.939e-001 -179.334  1.197e+001   89.998
3.024    2.078     2.330e-002 -179.007  9.902e-001   90.083  1.610e+000   13.131  2.741e+001   91.817  4.994e-001 -179.405  1.215e+001   89.998
2.994    2.098     2.344e-002 -178.947  9.788e-001   90.087  1.646e+000   13.966  2.770e+001   91.844  5.046e-001 -179.486  1.234e+001   89.998
2.965    2.119     2.359e-002 -178.884  9.676e-001   90.091  1.684e+000   14.875  2.798e+001   91.872  5.095e-001 -179.578  1.253e+001   89.998
2.936    2.140     2.374e-002 -178.817  9.565e-001   90.095  1.724e+000   15.873  2.827e+001   91.900  5.142e-001 -179.685  1.272e+001   89.998
2.908    2.160     2.389e-002 -178.746  9.457e-001   90.099  1.769e+000   16.978  2.855e+001   91.928  5.185e-001 -179.807  1.291e+001   89.997
2.881    2.181     2.405e-002 -178.672  9.350e-001   90.103  1.817e+000   18.209  2.884e+001   91.957  5.226e-001 -179.948  1.311e+001   89.997
2.854    2.202     2.421e-002 -178.593  9.245e-001   90.108  1.870e+000   19.592  2.913e+001   91.986  5.263e-001  179.888  1.331e+001   89.997
