MOTIONS (ORIGIN OF INTERNAL CALCULATING COORDINATE, INTERPOLATE, ONLY RIDIG MODAL)
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
2.385    2.634    -8.332e-001  1.666e+000  1.862e+000  116.576
2.367    2.655    -8.912e-001  1.449e+000  1.701e+000  121.591
2.349    2.675    -8.875e-001  1.320e+000  1.590e+000  123.919
2.331    2.696    -8.380e-001  1.251e+000  1.506e+000  123.809
2.313    2.717    -7.135e-001  1.210e+000  1.405e+000  120.528
2.295    2.737    -5.124e-001  1.074e+000  1.190e+000  115.495
2.278    2.758    -4.518e-001  7.832e-001  9.042e-001  119.980
2.261    2.778    -5.710e-001  6.085e-001  8.344e-001  133.180
2.245    2.799    -6.602e-001  5.572e-001  8.639e-001  139.836
2.228    2.820    -6.895e-001  5.283e-001  8.686e-001  142.543
2.212    2.840    -6.813e-001  4.848e-001  8.362e-001  144.566
2.196    2.861    -6.324e-001  4.042e-001  7.506e-001  147.415
2.181    2.881    -4.720e-001  2.299e-001  5.251e-001  154.027
2.165    2.902     4.005e-001  3.561e-003  4.005e-001    0.509
2.150    2.923     2.279e-001  1.773e+000  1.788e+000   82.676
2.135    2.943    -3.889e-001  1.387e+000  1.440e+000  105.665
2.120    2.964    -3.967e-001  1.138e+000  1.205e+000  109.216
2.105    2.984    -3.261e-001  9.505e-001  1.005e+000  108.937
2.091    3.005    -2.806e-001  7.807e-001  8.296e-001  109.767
2.077    3.026    -2.808e-001  6.573e-001  7.147e-001  113.133
2.063    3.046    -2.948e-001  5.785e-001  6.493e-001  117.004
2.049    3.067    -3.073e-001  5.272e-001  6.102e-001  120.235
2.035    3.087    -3.132e-001  4.893e-001  5.810e-001  122.618
2.022    3.108    -3.105e-001  4.558e-001  5.515e-001  124.263
2.008    3.129    -3.004e-001  4.229e-001  5.187e-001  125.387
1.995    3.149    -2.862e-001  3.910e-001  4.845e-001  126.198
1.982    3.170    -2.702e-001  3.609e-001  4.508e-001  126.817
1.969    3.190    -2.541e-001  3.334e-001  4.192e-001  127.309
1.957    3.211    -2.392e-001  3.095e-001  3.912e-001  127.701
1.944    3.232    -2.260e-001  2.892e-001  3.670e-001  128.000
1.932    3.252    -2.139e-001  2.718e-001  3.459e-001  128.209
1.920    3.273    -2.028e-001  2.565e-001  3.270e-001  128.337
1.908    3.293    -1.923e-001  2.426e-001  3.096e-001  128.396
1.896    3.314    -1.821e-001  2.298e-001  2.932e-001  128.396
1.884    3.335    -1.722e-001  2.177e-001  2.775e-001  128.344
1.873    3.355    -1.626e-001  2.063e-001  2.627e-001  128.245
1.861    3.376    -1.535e-001  1.957e-001  2.487e-001  128.100
1.850    3.396    -1.448e-001  1.859e-001  2.356e-001  127.914
1.839    3.417    -1.366e-001  1.768e-001  2.234e-001  127.689
1.828    3.438    -1.288e-001  1.683e-001  2.120e-001  127.430
1.817    3.458    -1.215e-001  1.605e-001  2.013e-001  127.136
1.806    3.479    -1.147e-001  1.532e-001  1.913e-001  126.812
1.795    3.499    -1.081e-001  1.463e-001  1.819e-001  126.459
1.785    3.520    -1.019e-001  1.399e-001  1.731e-001  126.078
1.775    3.541    -9.603e-002  1.338e-001  1.647e-001  125.671
1.764    3.561    -9.044e-002  1.280e-001  1.567e-001  125.238
1.754    3.582    -8.513e-002  1.226e-001  1.492e-001  124.781
1.744    3.603    -8.010e-002  1.174e-001  1.421e-001  124.300
1.734    3.623    -7.534e-002  1.126e-001  1.354e-001  123.797
1.724    3.644    -7.083e-002  1.079e-001  1.291e-001  123.273
1.715    3.664    -6.656e-002  1.036e-001  1.231e-001  122.729
1.705    3.685    -6.251e-002  9.940e-002  1.174e-001  122.164
1.696    3.706    -5.867e-002  9.544e-002  1.120e-001  121.580
1.686    3.726    -5.503e-002  9.167e-002  1.069e-001  120.978
1.677    3.747    -5.158e-002  8.807e-002  1.021e-001  120.356
1.668    3.767    -4.831e-002  8.465e-002  9.746e-002  119.717
1.659    3.788    -4.522e-002  8.137e-002  9.309e-002  119.060
1.650    3.809    -4.228e-002  7.824e-002  8.893e-002  118.386
1.641    3.829    -3.950e-002  7.525e-002  8.499e-002  117.696
1.632    3.850    -3.687e-002  7.239e-002  8.124e-002  116.989
1.623    3.870    -3.437e-002  6.965e-002  7.767e-002  116.266
1.615    3.891    -3.201e-002  6.702e-002  7.427e-002  115.528
1.606    3.912    -2.977e-002  6.451e-002  7.105e-002  114.775
1.598    3.932    -2.766e-002  6.209e-002  6.797e-002  114.007
1.590    3.953    -2.565e-002  5.978e-002  6.505e-002  113.225
1.581    3.973    -2.375e-002  5.756e-002  6.227e-002  112.427
1.573    3.994    -2.196e-002  5.542e-002  5.961e-002  111.613
1.565    4.015    -2.026e-002  5.337e-002  5.708e-002  110.784
1.557    4.035    -1.865e-002  5.139e-002  5.467e-002  109.940
1.549    4.056    -1.713e-002  4.950e-002  5.238e-002  109.085
1.541    4.076    -1.569e-002  4.767e-002  5.019e-002  108.219
1.534    4.097    -1.434e-002  4.592e-002  4.811e-002  107.348
1.526    4.118    -1.308e-002  4.423e-002  4.613e-002  106.472
1.518    4.138    -1.189e-002  4.261e-002  4.424e-002  105.587
1.511    4.159    -1.075e-002  4.105e-002  4.243e-002  104.683
1.503    4.179    -9.674e-003  3.954e-002  4.070e-002  103.750
1.496    4.200    -8.635e-003  3.808e-002  3.904e-002  102.777
--------------------------------------------------------------
WAVE ANGLE = 120.00
PERIOD   FREQ                           P4   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100    -4.576e-005  1.955e-002  1.955e-002   90.134
52.098   0.121    -6.835e-005  2.358e-002  2.358e-002   90.166
44.497   0.141    -9.346e-005  2.761e-002  2.761e-002   90.194
38.831   0.162    -1.216e-004  3.164e-002  3.164e-002   90.220
34.445   0.182    -1.532e-004  3.567e-002  3.567e-002   90.246
30.949   0.203    -1.888e-004  3.970e-002  3.970e-002   90.272
28.098   0.224    -2.287e-004  4.373e-002  4.373e-002   90.300
25.727   0.244    -2.729e-004  4.776e-002  4.776e-002   90.327
23.726   0.265    -3.212e-004  5.179e-002  5.179e-002   90.355
22.013   0.285    -3.735e-004  5.582e-002  5.582e-002   90.383
20.531   0.306    -4.297e-004  5.986e-002  5.986e-002   90.411
19.236   0.327    -4.897e-004  6.389e-002  6.389e-002   90.439
18.095   0.347    -5.535e-004  6.792e-002  6.792e-002   90.467
17.081   0.368    -6.213e-004  7.196e-002  7.196e-002   90.495
16.175   0.388    -6.929e-004  7.599e-002  7.599e-002   90.522
15.361   0.409    -7.686e-004  8.003e-002  8.003e-002   90.550
14.624   0.430    -8.482e-004  8.406e-002  8.407e-002   90.578
13.955   0.450    -9.318e-004  8.810e-002  8.811e-002   90.606
13.344   0.471    -1.019e-003  9.214e-002  9.215e-002   90.634
12.785   0.491    -1.111e-003  9.618e-002  9.619e-002   90.662
12.270   0.512    -1.207e-003  1.002e-001  1.002e-001   90.690
11.796   0.533    -1.306e-003  1.043e-001  1.043e-001   90.718
11.357   0.553    -1.410e-003  1.083e-001  1.083e-001   90.746
10.949   0.574    -1.517e-003  1.123e-001  1.124e-001   90.774
10.569   0.594    -1.629e-003  1.164e-001  1.164e-001   90.802
10.215   0.615    -1.744e-003  1.204e-001  1.204e-001   90.830
9.884    0.636    -1.864e-003  1.245e-001  1.245e-001   90.858
9.574    0.656    -1.988e-003  1.285e-001  1.285e-001   90.886
9.283    0.677    -2.116e-003  1.326e-001  1.326e-001   90.914
9.008    0.697    -2.247e-003  1.366e-001  1.367e-001   90.942
8.750    0.718    -2.383e-003  1.407e-001  1.407e-001   90.971
8.506    0.739    -2.523e-003  1.447e-001  1.448e-001   90.999
8.275    0.759    -2.668e-003  1.488e-001  1.488e-001   91.027
8.056    0.780    -2.816e-003  1.529e-001  1.529e-001   91.055
7.849    0.801    -2.968e-003  1.569e-001  1.569e-001   91.084
7.652    0.821    -3.125e-003  1.610e-001  1.610e-001   91.112
7.465    0.842    -3.285e-003  1.650e-001  1.651e-001   91.140
7.286    0.862    -3.450e-003  1.691e-001  1.691e-001   91.169
7.116    0.883    -3.619e-003  1.732e-001  1.732e-001   91.197
6.954    0.904    -3.792e-003  1.772e-001  1.773e-001   91.226
6.799    0.924    -3.969e-003  1.813e-001  1.813e-001   91.254
6.651    0.945    -4.151e-003  1.854e-001  1.854e-001   91.283
6.509    0.965    -4.337e-003  1.894e-001  1.895e-001   91.311
6.373    0.986    -4.527e-003  1.935e-001  1.936e-001   91.340
6.242    1.007    -4.721e-003  1.976e-001  1.976e-001   91.369
6.117    1.027    -4.919e-003  2.017e-001  2.017e-001   91.397
5.997    1.048    -5.122e-003  2.058e-001  2.058e-001   91.426
5.881    1.068    -5.329e-003  2.098e-001  2.099e-001   91.455
5.770    1.089    -5.541e-003  2.139e-001  2.140e-001   91.484
5.663    1.110    -5.756e-003  2.180e-001  2.181e-001   91.512
5.560    1.130    -5.976e-003  2.221e-001  2.222e-001   91.541
5.460    1.151    -6.200e-003  2.262e-001  2.263e-001   91.570
5.364    1.171    -6.429e-003  2.303e-001  2.304e-001   91.599
5.271    1.192    -6.662e-003  2.344e-001  2.345e-001   91.628
5.182    1.213    -6.899e-003  2.385e-001  2.386e-001   91.657
5.095    1.233    -7.141e-003  2.426e-001  2.427e-001   91.686
5.011    1.254    -7.387e-003  2.467e-001  2.468e-001   91.715
4.930    1.274    -7.637e-003  2.508e-001  2.509e-001   91.744
4.852    1.295    -7.892e-003  2.549e-001  2.550e-001   91.773
4.776    1.316    -8.151e-003  2.590e-001  2.592e-001   91.802
4.702    1.336    -8.414e-003  2.631e-001  2.633e-001   91.831
4.631    1.357    -8.682e-003  2.673e-001  2.674e-001   91.861
4.562    1.377    -8.955e-003  2.714e-001  2.715e-001   91.890
4.494    1.398    -9.232e-003  2.755e-001  2.757e-001   91.919
4.429    1.419    -9.513e-003  2.796e-001  2.798e-001   91.948
4.366    1.439    -9.799e-003  2.838e-001  2.839e-001   91.978
4.304    1.460    -1.009e-002  2.879e-001  2.881e-001   92.007
4.244    1.480    -1.038e-002  2.921e-001  2.922e-001   92.036
4.186    1.501    -1.068e-002  2.962e-001  2.964e-001   92.065
4.129    1.522    -1.099e-002  3.003e-001  3.005e-001   92.095
4.074    1.542    -1.129e-002  3.045e-001  3.047e-001   92.124
4.020    1.563    -1.161e-002  3.086e-001  3.089e-001   92.153
3.968    1.583    -1.192e-002  3.128e-001  3.130e-001   92.183
3.917    1.604    -1.224e-002  3.170e-001  3.172e-001   92.212
3.867    1.625    -1.257e-002  3.211e-001  3.214e-001   92.241
3.819    1.645    -1.290e-002  3.253e-001  3.256e-001   92.271
3.772    1.666    -1.323e-002  3.295e-001  3.297e-001   92.300
3.726    1.686    -1.357e-002  3.337e-001  3.339e-001   92.329
3.681    1.707    -1.392e-002  3.378e-001  3.381e-001   92.359
3.637    1.728    -1.426e-002  3.420e-001  3.423e-001   92.388
3.594    1.748    -1.461e-002  3.462e-001  3.465e-001   92.417
3.552    1.769    -1.497e-002  3.504e-001  3.507e-001   92.446
3.511    1.789    -1.533e-002  3.546e-001  3.549e-001   92.476
3.471    1.810    -1.570e-002  3.588e-001  3.592e-001   92.505
3.432    1.831    -1.606e-002  3.630e-001  3.634e-001   92.534
3.394    1.851    -1.644e-002  3.672e-001  3.676e-001   92.563
3.357    1.872    -1.681e-002  3.715e-001  3.719e-001   92.592
3.320    1.892    -1.720e-002  3.757e-001  3.761e-001   92.621
3.284    1.913    -1.758e-002  3.799e-001  3.803e-001   92.649
3.249    1.934    -1.797e-002  3.842e-001  3.846e-001   92.678
3.215    1.954    -1.836e-002  3.884e-001  3.888e-001   92.707
3.182    1.975    -1.876e-002  3.927e-001  3.931e-001   92.735
3.149    1.995    -1.916e-002  3.969e-001  3.974e-001   92.764
3.117    2.016    -1.956e-002  4.012e-001  4.017e-001   92.792
3.085    2.037    -1.997e-002  4.055e-001  4.059e-001   92.820
3.054    2.057    -2.038e-002  4.097e-001  4.102e-001   92.848
3.024    2.078    -2.080e-002  4.140e-001  4.145e-001   92.876
2.994    2.098    -2.122e-002  4.183e-001  4.188e-001   92.904
2.965    2.119    -2.164e-002  4.226e-001  4.231e-001   92.931
2.936    2.140    -2.206e-002  4.269e-001  4.275e-001   92.959
2.908    2.160    -2.249e-002  4.312e-001  4.318e-001   92.986
2.881    2.181    -2.292e-002  4.355e-001  4.361e-001   93.012
2.854    2.202    -2.335e-002  4.399e-001  4.405e-001   93.039
2.828    2.222    -2.379e-002  4.442e-001  4.448e-001   93.066
2.802    2.243    -2.423e-002  4.485e-001  4.492e-001   93.092
2.776    2.263    -2.467e-002  4.529e-001  4.536e-001   93.117
2.751    2.284    -2.511e-002  4.573e-001  4.579e-001   93.143
2.726    2.305    -2.555e-002  4.616e-001  4.623e-001   93.168
2.702    2.325    -2.600e-002  4.660e-001  4.667e-001   93.193
2.679    2.346    -2.644e-002  4.704e-001  4.711e-001   93.217
2.655    2.366    -2.689e-002  4.748e-001  4.756e-001   93.241
2.632    2.387    -2.734e-002  4.792e-001  4.800e-001   93.265
2.610    2.408    -2.779e-002  4.836e-001  4.844e-001   93.288
2.588    2.428    -2.823e-002  4.881e-001  4.889e-001   93.311
2.566    2.449    -2.868e-002  4.925e-001  4.933e-001   93.333
2.544    2.469    -2.913e-002  4.970e-001  4.978e-001   93.355
2.523    2.490    -2.958e-002  5.014e-001  5.023e-001   93.376
2.503    2.511    -3.002e-002  5.059e-001  5.068e-001   93.396
2.482    2.531    -3.047e-002  5.104e-001  5.113e-001   93.416
2.462    2.552    -3.091e-002  5.149e-001  5.159e-001   93.435
2.443    2.572    -3.135e-002  5.195e-001  5.204e-001   93.454
2.423    2.593    -3.179e-002  5.240e-001  5.250e-001   93.472
2.404    2.614    -3.222e-002  5.286e-001  5.295e-001   93.489
2.385    2.634    -3.265e-002  5.331e-001  5.341e-001   93.505
2.367    2.655    -3.308e-002  5.377e-001  5.387e-001   93.520
2.349    2.675    -3.350e-002  5.423e-001  5.434e-001   93.535
2.331    2.696    -3.391e-002  5.469e-001  5.480e-001   93.548
2.313    2.717    -3.432e-002  5.516e-001  5.527e-001   93.561
2.295    2.737    -3.473e-002  5.562e-001  5.573e-001   93.572
2.278    2.758    -3.512e-002  5.609e-001  5.620e-001   93.583
2.261    2.778    -3.551e-002  5.656e-001  5.667e-001   93.593
2.245    2.799    -3.589e-002  5.704e-001  5.715e-001   93.601
2.228    2.820    -3.626e-002  5.751e-001  5.763e-001   93.608
2.212    2.840    -3.663e-002  5.799e-001  5.810e-001   93.614
2.196    2.861    -3.698e-002  5.847e-001  5.859e-001   93.619
2.181    2.881    -3.732e-002  5.895e-001  5.907e-001   93.622
2.165    2.902    -3.765e-002  5.944e-001  5.956e-001   93.625
2.150    2.923    -3.797e-002  5.993e-001  6.005e-001   93.625
2.135    2.943    -3.827e-002  6.042e-001  6.054e-001   93.625
2.120    2.964    -3.856e-002  6.091e-001  6.103e-001   93.623
2.105    2.984    -3.884e-002  6.141e-001  6.153e-001   93.619
2.091    3.005    -3.911e-002  6.191e-001  6.203e-001   93.614
2.077    3.026    -3.935e-002  6.242e-001  6.254e-001   93.608
2.063    3.046    -3.959e-002  6.293e-001  6.305e-001   93.600
2.049    3.067    -3.980e-002  6.344e-001  6.356e-001   93.590
2.035    3.087    -4.000e-002  6.396e-001  6.408e-001   93.579
2.022    3.108    -4.019e-002  6.448e-001  6.460e-001   93.567
2.008    3.129    -4.036e-002  6.501e-001  6.513e-001   93.552
1.995    3.149    -4.051e-002  6.554e-001  6.566e-001   93.537
1.982    3.170    -4.064e-002  6.607e-001  6.620e-001   93.519
1.969    3.190    -4.075e-002  6.662e-001  6.674e-001   93.501
1.957    3.211    -4.085e-002  6.716e-001  6.729e-001   93.481
1.944    3.232    -4.093e-002  6.772e-001  6.784e-001   93.459
1.932    3.252    -4.100e-002  6.828e-001  6.840e-001   93.436
1.920    3.273    -4.105e-002  6.885e-001  6.897e-001   93.412
1.908    3.293    -4.108e-002  6.942e-001  6.954e-001   93.387
1.896    3.314    -4.110e-002  7.000e-001  7.012e-001   93.360
1.884    3.335    -4.111e-002  7.059e-001  7.071e-001   93.333
1.873    3.355    -4.110e-002  7.119e-001  7.131e-001   93.305
1.861    3.376    -4.109e-002  7.179e-001  7.191e-001   93.276
1.850    3.396    -4.107e-002  7.241e-001  7.252e-001   93.246
1.839    3.417    -4.104e-002  7.303e-001  7.314e-001   93.216
1.828    3.438    -4.100e-002  7.366e-001  7.377e-001   93.186
1.817    3.458    -4.097e-002  7.430e-001  7.441e-001   93.156
1.806    3.479    -4.093e-002  7.495e-001  7.506e-001   93.126
1.795    3.499    -4.090e-002  7.561e-001  7.572e-001   93.097
1.785    3.520    -4.088e-002  7.628e-001  7.639e-001   93.068
1.775    3.541    -4.087e-002  7.696e-001  7.707e-001   93.040
1.764    3.561    -4.087e-002  7.765e-001  7.776e-001   93.013
1.754    3.582    -4.089e-002  7.836e-001  7.846e-001   92.987
1.744    3.603    -4.093e-002  7.907e-001  7.918e-001   92.963
1.734    3.623    -4.100e-002  7.980e-001  7.990e-001   92.941
1.724    3.644    -4.110e-002  8.054e-001  8.064e-001   92.921
1.715    3.664    -4.123e-002  8.129e-001  8.139e-001   92.904
1.705    3.685    -4.141e-002  8.205e-001  8.215e-001   92.889
1.696    3.706    -4.163e-002  8.282e-001  8.293e-001   92.878
1.686    3.726    -4.191e-002  8.361e-001  8.372e-001   92.869
1.677    3.747    -4.224e-002  8.441e-001  8.452e-001   92.864
1.668    3.767    -4.263e-002  8.523e-001  8.533e-001   92.863
1.659    3.788    -4.308e-002  8.605e-001  8.616e-001   92.866
1.650    3.809    -4.361e-002  8.689e-001  8.700e-001   92.873
1.641    3.829    -4.422e-002  8.775e-001  8.786e-001   92.885
1.632    3.850    -4.491e-002  8.861e-001  8.872e-001   92.901
1.623    3.870    -4.569e-002  8.949e-001  8.961e-001   92.923
1.615    3.891    -4.656e-002  9.038e-001  9.050e-001   92.949
1.606    3.912    -4.753e-002  9.129e-001  9.141e-001   92.980
1.598    3.932    -4.860e-002  9.221e-001  9.233e-001   93.017
1.590    3.953    -4.979e-002  9.314e-001  9.327e-001   93.060
1.581    3.973    -5.108e-002  9.408e-001  9.422e-001   93.108
1.573    3.994    -5.250e-002  9.505e-001  9.519e-001   93.162
1.565    4.015    -5.405e-002  9.602e-001  9.617e-001   93.222
1.557    4.035    -5.573e-002  9.701e-001  9.717e-001   93.288
1.549    4.056    -5.755e-002  9.801e-001  9.818e-001   93.360
1.541    4.076    -5.951e-002  9.903e-001  9.921e-001   93.439
1.534    4.097    -6.163e-002  1.001e+000  1.003e+000   93.524
1.526    4.118    -6.390e-002  1.011e+000  1.013e+000   93.616
1.518    4.138    -6.634e-002  1.022e+000  1.024e+000   93.715
1.511    4.159    -6.897e-002  1.032e+000  1.035e+000   93.822
1.503    4.179    -7.179e-002  1.044e+000  1.046e+000   93.936
1.496    4.200    -7.484e-002  1.055e+000  1.057e+000   94.059
--------------------------------------------------------------
WAVE ANGLE = 120.00
PERIOD   FREQ                           P5   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100    -2.606e-005  1.129e-002  1.129e-002   90.132
52.098   0.121    -3.894e-005  1.361e-002  1.361e-002   90.164
44.497   0.141    -5.324e-005  1.594e-002  1.594e-002   90.191
38.831   0.162    -6.924e-005  1.827e-002  1.827e-002   90.217
34.445   0.182    -8.723e-005  2.059e-002  2.059e-002   90.243
30.949   0.203    -1.075e-004  2.292e-002  2.292e-002   90.269
28.098   0.224    -1.302e-004  2.525e-002  2.525e-002   90.295
25.727   0.244    -1.554e-004  2.757e-002  2.758e-002   90.323
23.726   0.265    -1.829e-004  2.990e-002  2.990e-002   90.350
22.013   0.285    -2.126e-004  3.223e-002  3.223e-002   90.378
20.531   0.306    -2.446e-004  3.456e-002  3.456e-002   90.406
19.236   0.327    -2.788e-004  3.688e-002  3.689e-002   90.433
18.095   0.347    -3.152e-004  3.921e-002  3.921e-002   90.460
17.081   0.368    -3.537e-004  4.154e-002  4.154e-002   90.488
16.175   0.388    -3.945e-004  4.387e-002  4.387e-002   90.515
15.361   0.409    -4.375e-004  4.620e-002  4.620e-002   90.543
14.624   0.430    -4.829e-004  4.853e-002  4.853e-002   90.570
13.955   0.450    -5.304e-004  5.086e-002  5.086e-002   90.598
13.344   0.471    -5.803e-004  5.319e-002  5.320e-002   90.625
12.785   0.491    -6.324e-004  5.552e-002  5.553e-002   90.653
12.270   0.512    -6.868e-004  5.786e-002  5.786e-002   90.680
11.796   0.533    -7.434e-004  6.019e-002  6.019e-002   90.708
11.357   0.553    -8.023e-004  6.252e-002  6.253e-002   90.735
10.949   0.574    -8.635e-004  6.485e-002  6.486e-002   90.763
10.569   0.594    -9.269e-004  6.719e-002  6.719e-002   90.790
10.215   0.615    -9.927e-004  6.952e-002  6.953e-002   90.818
9.884    0.636    -1.061e-003  7.186e-002  7.187e-002   90.846
9.574    0.656    -1.131e-003  7.419e-002  7.420e-002   90.873
9.283    0.677    -1.204e-003  7.653e-002  7.654e-002   90.901
9.008    0.697    -1.279e-003  7.887e-002  7.888e-002   90.929
8.750    0.718    -1.356e-003  8.121e-002  8.122e-002   90.957
8.506    0.739    -1.435e-003  8.354e-002  8.356e-002   90.984
8.275    0.759    -1.517e-003  8.588e-002  8.590e-002   91.012
8.056    0.780    -1.602e-003  8.822e-002  8.824e-002   91.040
7.849    0.801    -1.688e-003  9.057e-002  9.058e-002   91.068
7.652    0.821    -1.777e-003  9.291e-002  9.292e-002   91.096
7.465    0.842    -1.868e-003  9.525e-002  9.527e-002   91.124
7.286    0.862    -1.962e-003  9.759e-002  9.761e-002   91.152
7.116    0.883    -2.058e-003  9.994e-002  9.996e-002   91.179
6.954    0.904    -2.156e-003  1.023e-001  1.023e-001   91.207
6.799    0.924    -2.256e-003  1.046e-001  1.047e-001   91.235
6.651    0.945    -2.359e-003  1.070e-001  1.070e-001   91.263
6.509    0.965    -2.465e-003  1.093e-001  1.094e-001   91.292
6.373    0.986    -2.572e-003  1.117e-001  1.117e-001   91.320
6.242    1.007    -2.683e-003  1.140e-001  1.141e-001   91.348
6.117    1.027    -2.795e-003  1.164e-001  1.164e-001   91.376
5.997    1.048    -2.910e-003  1.187e-001  1.188e-001   91.404
5.881    1.068    -3.027e-003  1.211e-001  1.211e-001   91.432
5.770    1.089    -3.147e-003  1.234e-001  1.235e-001   91.460
5.663    1.110    -3.269e-003  1.258e-001  1.258e-001   91.489
5.560    1.130    -3.393e-003  1.282e-001  1.282e-001   91.517
5.460    1.151    -3.520e-003  1.305e-001  1.306e-001   91.545
5.364    1.171    -3.650e-003  1.329e-001  1.329e-001   91.573
5.271    1.192    -3.781e-003  1.352e-001  1.353e-001   91.602
5.182    1.213    -3.915e-003  1.376e-001  1.376e-001   91.630
5.095    1.233    -4.052e-003  1.400e-001  1.400e-001   91.658
5.011    1.254    -4.191e-003  1.423e-001  1.424e-001   91.687
4.930    1.274    -4.332e-003  1.447e-001  1.448e-001   91.715
4.852    1.295    -4.476e-003  1.471e-001  1.471e-001   91.743
4.776    1.316    -4.622e-003  1.494e-001  1.495e-001   91.772
4.702    1.336    -4.771e-003  1.518e-001  1.519e-001   91.800
4.631    1.357    -4.922e-003  1.542e-001  1.542e-001   91.829
4.562    1.377    -5.075e-003  1.565e-001  1.566e-001   91.857
4.494    1.398    -5.231e-003  1.589e-001  1.590e-001   91.885
4.429    1.419    -5.390e-003  1.613e-001  1.614e-001   91.914
4.366    1.439    -5.550e-003  1.637e-001  1.638e-001   91.942
4.304    1.460    -5.713e-003  1.661e-001  1.661e-001   91.971
4.244    1.480    -5.879e-003  1.684e-001  1.685e-001   91.999
4.186    1.501    -6.047e-003  1.708e-001  1.709e-001   92.027
4.129    1.522    -6.217e-003  1.732e-001  1.733e-001   92.056
4.074    1.542    -6.390e-003  1.756e-001  1.757e-001   92.084
4.020    1.563    -6.565e-003  1.780e-001  1.781e-001   92.112
3.968    1.583    -6.742e-003  1.804e-001  1.805e-001   92.141
3.917    1.604    -6.922e-003  1.828e-001  1.829e-001   92.169
3.867    1.625    -7.104e-003  1.852e-001  1.853e-001   92.197
3.819    1.645    -7.288e-003  1.876e-001  1.877e-001   92.225
3.772    1.666    -7.474e-003  1.900e-001  1.901e-001   92.253
3.726    1.686    -7.663e-003  1.924e-001  1.925e-001   92.281
3.681    1.707    -7.854e-003  1.948e-001  1.949e-001   92.309
3.637    1.728    -8.048e-003  1.972e-001  1.973e-001   92.337
3.594    1.748    -8.243e-003  1.996e-001  1.997e-001   92.365
3.552    1.769    -8.440e-003  2.020e-001  2.022e-001   92.393
3.511    1.789    -8.640e-003  2.044e-001  2.046e-001   92.420
3.471    1.810    -8.842e-003  2.068e-001  2.070e-001   92.448
3.432    1.831    -9.045e-003  2.092e-001  2.094e-001   92.475
3.394    1.851    -9.251e-003  2.117e-001  2.119e-001   92.503
3.357    1.872    -9.459e-003  2.141e-001  2.143e-001   92.530
3.320    1.892    -9.668e-003  2.165e-001  2.167e-001   92.557
3.284    1.913    -9.879e-003  2.189e-001  2.192e-001   92.584
3.249    1.934    -1.009e-002  2.214e-001  2.216e-001   92.610
3.215    1.954    -1.031e-002  2.238e-001  2.241e-001   92.637
3.182    1.975    -1.052e-002  2.263e-001  2.265e-001   92.663
3.149    1.995    -1.074e-002  2.287e-001  2.290e-001   92.689
3.117    2.016    -1.096e-002  2.311e-001  2.314e-001   92.714
3.085    2.037    -1.118e-002  2.336e-001  2.339e-001   92.740
3.054    2.057    -1.140e-002  2.361e-001  2.363e-001   92.765
3.024    2.078    -1.162e-002  2.385e-001  2.388e-001   92.790
2.994    2.098    -1.185e-002  2.410e-001  2.413e-001   92.814
2.965    2.119    -1.207e-002  2.434e-001  2.437e-001   92.839
2.936    2.140    -1.230e-002  2.459e-001  2.462e-001   92.862
2.908    2.160    -1.252e-002  2.484e-001  2.487e-001   92.886
2.881    2.181    -1.275e-002  2.509e-001  2.512e-001   92.909
2.854    2.202    -1.297e-002  2.534e-001  2.537e-001   92.931
2.828    2.222    -1.320e-002  2.559e-001  2.562e-001   92.953
2.802    2.243    -1.343e-002  2.584e-001  2.587e-001   92.975
2.776    2.263    -1.366e-002  2.609e-001  2.613e-001   92.996
2.751    2.284    -1.389e-002  2.634e-001  2.638e-001   93.017
2.726    2.305    -1.412e-002  2.660e-001  2.663e-001   93.039
2.702    2.325    -1.435e-002  2.685e-001  2.689e-001   93.060
2.679    2.346    -1.459e-002  2.711e-001  2.715e-001   93.081
2.655    2.366    -1.483e-002  2.736e-001  2.740e-001   93.103
2.632    2.387    -1.508e-002  2.762e-001  2.766e-001   93.125
2.610    2.408    -1.534e-002  2.788e-001  2.793e-001   93.150
2.588    2.428    -1.562e-002  2.815e-001  2.819e-001   93.177
2.566    2.449    -1.593e-002  2.841e-001  2.845e-001   93.209
2.544    2.469    -1.625e-002  2.867e-001  2.872e-001   93.243
2.523    2.490    -1.656e-002  2.893e-001  2.898e-001   93.277
2.503    2.511    -1.686e-002  2.919e-001  2.924e-001   93.306
2.482    2.531    -1.715e-002  2.944e-001  2.949e-001   93.334
2.462    2.552    -1.747e-002  2.970e-001  2.975e-001   93.366
2.443    2.572    -1.784e-002  2.996e-001  3.001e-001   93.408
2.423    2.593    -1.826e-002  3.022e-001  3.027e-001   93.459
2.404    2.614    -1.866e-002  3.047e-001  3.052e-001   93.506
2.385    2.634    -1.899e-002  3.072e-001  3.078e-001   93.538
